student_id,task_id,draft_no,timestamp,activity_type,duration_minutes,cohesion,argumentation,grammar_accuracy,lexical_resource,total_score,submission_date,word_count,essay_text,date,sender,message,message_type,assignment_views,rubric_views,resource_access_count,first_access_delay_minutes,time_on_task,revision_frequency,feedback_views,help_seeking_messages,task_achievement,organization,academic_style,mechanics,message_text,first_access_delay_hours,performance_total,grammar_accuracy_score,organization_score,argumentation_score,lexical_resource_score,type_token_ratio,score_gain,cohesion_gain,lexical_gain,error_reduction,sentence_count,ttr,cohesion_index,avg_sentence_length,error_density,word_count_band,error_density_band,cohesion_band,type_token_ratio_band,grammar_accuracy_band,organization_band,argumentation_band,lexical_resource_band,total_score_band,time_on_task_band,revision_frequency_band,rubric_views_band,feedback_views_band,help_seeking_messages_band,first_access_timing_band,cluster_id,learner_profile,predicted_score_gain,predicted_improvement,predicted_improvement_state,argument_state,cohesion_state,linguistic_state,revision_state,feedback_state,argument_competence,cohesion_competence,linguistic_competence,srl_revision_competence,argument_competence_prob,cohesion_competence_prob,linguistic_competence_prob,srl_revision_competence_prob,ai_forethought,ai_engagement,ai_argument,ai_discourse,ai_linguistic,ai_lexical,ai_revision,ai_feedback,ai_help,ai_state_summary,triggered_rules,rule_interpretations,feedback_templates_selected,onsite_interventions
9263,task_6,1,2026-04-01T12:33:17.585Z,Grade user report viewed,2,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_6,2,2026-04-01T12:33:17.585Z,Course viewed,8,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_7,1,2026-04-01T12:33:17.585Z,Course module viewed,4,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_7,2,2026-04-01T12:33:17.585Z,Course module viewed,6,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_8,1,2026-04-01T12:33:17.585Z,The status of the submission has been viewed,5,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_8,2,2026-04-01T12:33:17.585Z,Course module viewed,6,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_9,1,2026-04-01T12:33:17.585Z,The status of the submission has been viewed,11,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_9,2,2026-04-01T12:33:17.585Z,Course module viewed,10,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_10,1,2026-04-01T12:33:17.585Z,The status of the submission has been viewed,13,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_10,2,2026-04-01T12:33:17.585Z,Course module viewed,1,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
